year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2023,Peaceful protest,Protesters only,Drenthe,Assen,Dagblad Van Het Noorden,"On 29 March 2023, a dozen activists of Extinction Rebellion staged a protest on the roof of the provincial government hall in Assen, against the use of harmful pesticides in bulb cultivation in the Drenthe region, citing the pesticides' harm to insects and local residents, and the provincial government's alleged inaction in the face of this harm.",crowd size=a dozen,6.5623,52.9937
2023,Peaceful protest,Protesters only,Friesland,Leeuwarden,Dagblad Van Het Noorden; Omrop Fryslan,"On 30 March 2023, a few hundred of employees of the bank ING staged a peaceful protest in Leeuwarden to demand higher wages and better working conditions. Representatives of FNV, CNV, and De Unie were present.",crowd size=a few hundred,5.7925,53.1929
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 30 March 2023, dozens of sex workers protested outside the town hall in Amsterdam, against the municipal decisions to impose earlier closing times on window prostitutes in the Wallen neighborhood, and against municipal plans to relocate legal prostitution from the city center to 'erotic centers' at the edge of town.",crowd size=dozens,4.8985,52.371
2023,Peaceful protest,Protesters only,Overijssel,Zwolle,Friesch Dagblad; ND - Nederlands Dagblad,"On 30 March 2023, dozens of asylum seekers, together with representatives of civil society organization MiGreat, held a protest in front of the Dutch Immigration and Naturalization Service's office in Zwolle, against the long waiting times asylum seekers face before being allowed to work in the Netherlands.",crowd size=dozens,6.0974,52.5062
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,AT 5; ND - Nederlands Dagblad,"On 30 March 2023, about 30 Extinction Rebellion protesters staged a protest in the town hall in Amsterdam, against the use of the city's port for coal transports. Protesters disturbed a committee meeting and chained themselves to bicycles in the town hall's main hall. Police arrested 13 protesters who refused to leave the town hall upon the building's closing time.",crowd size=about 30,4.8985,52.371
2023,Protest with intervention,Protesters-External/Other forces,Zuid-Holland,Den Haag,AD,"On 30 March 2023, an unknown number of XR activists gathered and disrupted the city council in Den Haag (Zuid-Holland) to denounce the police intervention during the recent blockade of the A12 highway. Security guards physically removed the protesters from the council chamber.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Groningen,Groningen,Extinction Rebellion,"On 2 April 2023, an unknown number of activists of Extinction Rebellion staged a protest during a running event in Groningen, to protest against the race's sponsorship by airline KLM, denouncing its contribution to global warming.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Noord-Holland,IJmuiden,RTL Nieuws; Trouw,"On 3 April 2023, about 50 people associated with Quit with Coal held a protest in front of the entrance gate of steelmaking plant Tata Steel in IJmuiden, against the plant's use of coal in the steel production process.",crowd size=about 50,4.6098,52.4562
2023,Peaceful protest,Protesters only,Groningen,Groningen,Extinction Rebellion,"On 3 April 2023, an unknown number of activists of Extinction Rebellion staged a protest in front of an office of the bank ING in Groningen, to protest against the bank's investments in fossil fuels.",crowd size=no report,6.5667,53.2192
2023,Peaceful protest,Protesters only,Drenthe,Meppel,Dagblad Van Het Noorden,"On 3 April 2023, between 15 and 20 activists affiliated with Extinction Rebellion staged a protest in front of the town hall in Meppel, demanding that people and politicians in the Drenthe region take responsibility to combat the climate crisis.",crowd size=15-20,6.1971,52.6932
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 5 April 2023, dozens of taxi drivers protested in Amsterdam, against the municipality's traffic policy, which, according to the drivers, is hindering the taxi drivers' work.",crowd size=dozens,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,RTL Nieuws,"On 10 April 2023, at the call of action groups Vereniging tegen de Kwakzalverij and Stichting Skepsis, an unknown number of activists staged a protest in Amsterdam, against homeopathic medicine. The event was organized in reaction to the Homeopathy Week organized by homeopaths across the Netherlands, which began on the day of the protest.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Utrecht,Utrecht,Extinction Rebellion; SchipholWatch,"On 10 April 2023, an unknown number of Extinction Rebellion activists protested during a running event in Utrecht, against the sponsorship of the event by airline KLM, which, according to the protesters, is polluting and contributes to global warming.",crowd size=no report,5.1128,52.0871
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Schiphol,Extinction Rebellion; ND - Nederlands Dagblad; SchipholWatch,"On 10 April 2023, about 20 Extinction Rebellion activists protested in the departures hall of Schiphol Airport in Schiphol, against the winning of a court case against Schiphol Airport by airline KLM, which allows KLM to maintain its current number of flights. Protesters argued that KLM is polluting and contributes to global warming. Royal Marechaussee arrested 3 protesters who refused to leave the departures hall.",crowd size=about 20,4.7672,52.3082
2023,Peaceful protest,Protesters only,Noord-Holland,Purmerend,Hart van Nederland; Noordhollands Dagblad,"On 11 April 2023, 16 asylum seekers staged a protest in Purmerend, against the bad living conditions in their asylum center and against the lack of perspective and long waiting times in the Dutch asylum system.",crowd size=16,4.962,52.5024
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Extinction Rebellion; Gazet Van Antwerpen; ND - Nederlands Dagblad,"On 11 April 2023, over 23 people protested during a speech by French President Emmanuel Macron in a theater in Den Haag, against the passing of a pension reform bill by the French government by means of Article 49.3 of the French constitution, against alleged police violence committed against protesters against this reform, and against Macron's alleged failure to respect the UN Convention on Climate Change. Three activists interrupted Macron's speech inside the theater, shouting at him and rolling out protest banners. More than 20 people protested outside the theater.",crowd size=over 23,4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,ND - Nederlands Dagblad,"On 12 April 2023, over 100 members of the Belgian trade unions ACV-CSC and ABVV-FGTB protested in front of the retail group Ahold Delhaize's headquarters in Zaandam, against plans by the management of supermarket chain Delhaize to turn many of its stores into independent franchises.",crowd size=over 100,4.8292,52.4428
2023,Peaceful protest,Protesters only,Zeeland,Vlissingen,Omroep Zeeland,"On 12 April 2023, about 150 employees of a supported employment enterprise and representatives of trade union FNV staged a protest in Vlissingen, to demand higher wages for employees of the supported employment enterprise and more generous travel costs reimbursements.",crowd size=about 150,3.5719,51.4429
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 12 April 2023, hundreds of people staged a protest in the Zuid neighborhood in Amsterdam, against the establishment of an erotic center (i.e., a large-scale brothel) in the neighborhood.",crowd size=hundreds,4.8985,52.371
2023,Peaceful protest,Protesters only,Noord-Holland,Zaandam,7 sur 7 (Belgium); Noordhollands Dagblad,"On 12 April 2023, at the call of Environmental Defence, several dozen people protested in front of the retail group Ahold Delhaize's headquarters in Zaandam, demanding that Ahold Delhaize make a bigger effort to become a climate-friendly company.",crowd size=several dozen,4.8292,52.4428
2023,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Hart van Nederland,"On 12 April 2023, at the call of the Dutch action group Defence for Children, an unknown number of people protested in Den Haag, against the suspense in which refugee children without a permanent residence permit in the Netherlands need to live, as they can be deported at any moment. Among the protesters were refugee children.",crowd size=no report,4.3128,52.0795
2023,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 13 April 2023, about 25 asylum seekers staged a protest in the Zuidoost neighborhood in Amsterdam, against the long waiting times in the asylum procedure and against the bad living conditions in refugee shelters.",crowd size=about 25,4.8985,52.371
2023,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,ND - Nederlands Dagblad,"On 13 April 2023, an unknown number of people associated with the Quit with Coal blocked a railroad in the port area in Amsterdam, to protest against the use of the port for coal transports. Police arrested 4 protesters.",crowd size=no report,4.8985,52.371
2023,Peaceful protest,Protesters only,Gelderland,Harskamp,Omroep Gelderland,"On 15 April 2023, dozens of Ukrainian refugees held a protest march in Harskamp, against the bad living conditions in the emergency refugee shelter in the village.",crowd size=dozens,5.7524,52.1311
2023,Peaceful protest,Protesters only,Utrecht,Driebergen-Rijsenburg,RTV Utrecht,"On 15 April 2023, hundreds of people held a protest march in Driebergen-Rijsenburg, against the closing off to the public of an estate popular for hiking.",crowd size=hundreds,5.2853,52.0509
